date,expinf5yr,unrate,nrou,core_pce,mich,gdp,job_openings,median_cpi,FRB_exp,core_pce_changeA,unrate_slack,FRB_post1991,lagged_1,lagged_2,predicted_1980_2019,predicted_1970_2019
1959-05-01,NA,5.1,5.438085556030273,15.589,NA,522.653,NA,NA,NA,1.9740946473170595,-0.3380855560302738,NA,NA,NA,NA,NA
1959-08-01,NA,5.2,5.443927,15.697,NA,525.034,NA,NA,NA,2.8001160424665272,-0.24392700000000023,NA,1.9740946473170595,NA,NA,NA
1959-11-01,NA,5.8,5.450064,15.794,NA,528.6,NA,NA,NA,2.49481635131652,0.3499359999999996,NA,2.8001160424665272,1.9740946473170595,NA,NA
1960-02-01,NA,4.8,5.456452369689941,15.852,NA,542.648,NA,NA,NA,1.4770234595115062,-0.6564523696899416,NA,2.49481635131652,2.8001160424665272,NA,NA
1960-05-01,NA,5.1,5.463051,15.908,NA,541.08,NA,NA,NA,1.4205764415023525,-0.36305100000000046,NA,1.4770234595115062,2.49481635131652,NA,NA
1960-08-01,NA,5.6,5.469829559326172,15.968,NA,545.604,NA,NA,NA,1.5172317372493804,0.13017044067382777,NA,1.4205764415023525,1.4770234595115062,NA,NA
1960-11-01,NA,6.1,5.47677,16.033,NA,540.197,NA,NA,NA,1.6382255931603362,0.6232299999999995,NA,1.5172317372493804,1.4205764415023525,NA,NA
1961-02-01,NA,6.9,5.483875,16.048,NA,545.018,NA,NA,NA,0.37475365723529386,1.416125,NA,1.6382255931603362,1.5172317372493804,NA,NA
1961-05-01,NA,7.1,5.4911650000000005,16.096,NA,555.545,NA,NA,NA,1.201789224299743,1.6088349999999991,NA,0.37475365723529386,1.6382255931603362,NA,NA
1961-08-01,NA,6.6,5.498675346374512,16.162,NA,567.664,NA,NA,NA,1.6502746067729612,1.101324653625488,NA,1.201789224299743,0.37475365723529386,NA,NA
1961-11-01,NA,6.1,5.506455421447754,16.202,NA,580.612,NA,NA,NA,0.9936577561730164,0.5935445785522457,NA,1.6502746067729612,1.201789224299743,NA,NA
1962-02-01,NA,5.5,5.514558999999999,16.262,NA,594.013,NA,NA,NA,1.489547359339105,-0.014558999999999322,NA,0.9936577561730164,1.6502746067729612,NA,NA
1962-05-01,NA,5.5,5.523042,16.326,NA,600.366,NA,NA,NA,1.5835396766080478,-0.02304200000000023,NA,1.489547359339105,0.9936577561730164,NA,NA
1962-08-01,NA,5.7,5.5319504737854,16.372,NA,609.027,NA,NA,NA,1.1318088756954614,0.1680495262145998,NA,1.5835396766080478,1.489547359339105,NA,NA
1962-11-01,NA,5.7,5.5413239999999995,16.415,NA,612.28,NA,NA,NA,1.054720300454659,0.1586760000000007,NA,1.1318088756954614,1.5835396766080478,NA,NA
1963-02-01,NA,5.9,5.551188,16.47,NA,621.672,NA,NA,NA,1.3469885342929144,0.34881200000000057,NA,1.054720300454659,1.1318088756954614,NA,NA
1963-05-01,NA,5.9,5.561552,16.53,NA,629.752,NA,NA,NA,1.4651770700434108,0.3384480000000005,NA,1.3469885342929144,1.054720300454659,NA,NA
1963-08-01,NA,5.4,5.572411,16.588,NA,644.444,NA,NA,NA,1.410912954631205,-0.17241099999999943,NA,1.4651770700434108,1.3469885342929144,NA,NA
1963-11-01,NA,5.7,5.583747386932373,16.67,NA,653.938,NA,NA,NA,1.9920433125990566,0.11625261306762713,NA,1.410912954631205,1.4651770700434108,NA,NA
1964-02-01,NA,5.4,5.595527648925781,16.749,NA,669.822,NA,NA,NA,1.9091386686775902,-0.1955276489257809,NA,1.9920433125990566,1.410912954631205,NA,NA
1964-05-01,NA,5.1,5.607705999999999,16.794,NA,678.674,NA,NA,NA,1.079029892210981,-0.5077059999999998,NA,1.9091386686775902,1.9920433125990566,NA,NA
1964-08-01,NA,5,5.620222568511963,16.845,NA,692.031,NA,NA,NA,1.2202640418988553,-0.6202225685119629,NA,1.079029892210981,1.9091386686775902,NA,NA
